longitude,latitude,Date,pluie,neige,precip_tot,neige_au_sol,hum_rel_max,hum_rel_min,hum_rel_moy,pt_rosee,vitesse_vent_max,vitesse_vent_min,vitesse_vent_moy,visibilite_max,visibilite_min,visibilite_moy,pression_max,pression_min,pression_moy,temp_max,temp_min,temp_moy
-73.75,45.47,2007-01-28,0.0,0.4,0.4,7,93,63,75.25,-16.85,13,0,4.958333333333333,25.0,2.8,18.600000000000005,100.5,100.19,100.3570833333333,-9.4,-17.8,-13.35416666666667
-73.75,45.47,2007-01-29,0.0,0.0,0.0,7,91,44,65.04166666666667,-21.72083333333333,32,0,13.625,48.3,9.7,30.066666666666666,100.9,100.4,100.64291666666666,-12.4,-19.5,-16.412499999999994
-73.75,45.47,2007-01-30,0.0,0.0,0.0,7,65,42,54.25,-25.57083333333334,13,0,7.708333333333333,48.3,25.0,35.67916666666666,101.23,100.89,101.02625,-14.5,-22.4,-18.491666666666667
-73.75,45.47,2007-01-31,0.0,0.6,0.4,7,83,55,66.66666666666667,-19.058333333333334,22,0,9.0,25.0,2.4,22.595833333333342,101.1,100.64,100.84916666666668,-9.7,-18.5,-14.158333333333326
-73.75,45.47,2007-02-01,0.0,1.8,1.4,8,91,63,74.54166666666667,-10.54166666666667,22,0,9.0,25.0,2.4,17.829166666666666,101.05,100.58,100.77458333333334,-2.7,-11.5,-6.645833333333335
-73.75,45.47,2007-02-02,0.0,2.6,2.4,9,94,62,75.66666666666667,-6.729166666666667,22,6,9.291666666666666,25.0,1.6,15.104166666666666,100.63,99.47,100.0170833333333,0.0,-6.3,-2.9458333333333324
-73.75,45.47,2007-02-03,0.0,0.0,0.0,10,91,51,70.75,-11.354166666666664,33,15,25.958333333333332,48.3,3.2,25.395833333333343,100.37,99.49,100.04583333333333,-2.9,-9.6,-6.850000000000001
-73.75,45.47,2007-02-04,0.0,1.0,0.6,6,85,46,68.625,-16.05,35,19,27.416666666666668,25.0,2.4,16.620833333333334,100.67,100.27,100.49541666666669,-8.1,-15.1,-11.254166666666668
-73.75,45.47,2007-02-05,0.0,0.0,0.0,5,55,43,47.375,-27.33333333333334,48,20,28.833333333333332,25.0,24.1,24.587500000000006,101.03,100.6,100.83833333333331,-15.6,-22.2,-18.8875
-73.75,45.47,2007-02-06,0.0,0.0,0.0,5,55,30,44.75,-23.612500000000008,37,13,26.291666666666668,48.3,25.0,35.67916666666666,101.12,100.74,100.98916666666666,-10.6,-16.6,-13.983333333333333
-73.75,45.47,2007-02-07,0.0,0.0,0.0,5,72,44,56.958333333333336,-20.591666666666665,35,9,20.416666666666668,48.3,9.7,28.99166666666667,100.69,100.31,100.5025,-12.7,-15.5,-13.720833333333331
-73.75,45.47,2007-02-08,0.0,1.8,2.2,5,89,47,69.79166666666667,-16.716666666666665,33,6,19.916666666666668,48.3,1.2,19.491666666666667,100.39,99.95,100.19624999999998,-9.9,-14.0,-12.045833333333329
-73.75,45.47,2007-02-09,0.0,0.0,0.0,5,77,53,59.375,-19.800000000000004,44,9,26.25,25.0,24.1,24.587500000000006,100.71,99.95,100.45291666666667,-10.7,-17.1,-13.479166666666666
-73.75,45.47,2007-02-10,0.0,0.6,0.6,4,80,60,70.70833333333333,-15.14583333333333,26,4,13.5,25.0,4.0,21.275000000000002,101.32,100.66,100.83875,-7.6,-13.4,-10.816666666666668
-73.75,45.47,2007-02-11,0.0,0.0,0.0,4,81,58,70.29166666666667,-13.579166666666666,37,6,18.791666666666668,48.3,9.7,25.300000000000008,101.54,101.04,101.30416666666663,-4.6,-15.0,-9.104166666666666
-73.75,45.47,2007-02-12,0.0,0.0,0.0,4,77,33,51.375,-19.770833333333332,32,13,22.416666666666668,48.3,24.1,32.65416666666666,102.58,101.03,101.71250000000002,-6.1,-18.0,-11.379166666666665
-73.75,45.47,2007-02-13,0.0,0.0,0.0,4,55,38,47.333333333333336,-27.220833333333328,20,0,10.125,48.3,19.3,35.40416666666666,103.06,102.42,102.78333333333335,-15.6,-22.9,-18.733333333333334
-73.75,45.47,2007-02-14,0.0,13.8,13.4,4,88,47,70.54166666666667,-18.741666666666664,32,6,21.541666666666668,25.0,1.0,6.5833333333333295,102.24,99.72,100.97541666666666,-12.6,-15.5,-14.379166666666665
-73.75,45.47,2007-02-15,0.0,0.6,0.6,11,83,55,62.083333333333336,-21.450000000000003,54,20,36.666666666666664,24.1,2.4,10.991666666666667,99.83,99.57,99.71166666666666,-13.4,-18.1,-15.795833333333333
-73.75,45.47,2007-02-16,0.0,0.2,0.2,7,71,45,60.875,-16.870833333333334,48,20,35.25,48.3,9.7,26.508333333333336,99.61,99.34,99.44708333333335,-6.4,-14.4,-10.704166666666667
-73.75,45.47,2007-02-17,0.0,1.4,1.4,6,90,61,71.25,-10.254166666666666,37,9,27.333333333333332,25.0,2.4,19.729166666666668,100.03,99.67,99.90416666666668,-3.5,-8.0,-5.804166666666668
-73.75,45.47,2007-02-18,0.0,2.6,2.6,7,91,45,76.91666666666667,-12.004166666666668,33,9,19.0,48.3,1.2,11.341666666666667,100.77,99.65,100.01333333333332,-4.9,-15.6,-8.541666666666666
-73.75,45.47,2007-02-19,0.0,0.0,0.0,6,56,38,47.958333333333336,-26.70833333333334,28,0,15.75,48.3,4.8,33.86666666666666,101.62,100.76,101.26083333333332,-15.3,-22.7,-18.304166666666664
-73.75,45.47,2007-02-20,0.0,2.0,0.8,5,85,56,69.75,-16.7625,24,0,10.708333333333334,24.1,2.0,18.979166666666675,100.61,99.96,100.09625,-8.7,-14.9,-12.35
-73.75,45.47,2007-02-21,0.0,0.2,0.0,7,87,51,69.375,-13.0625,22,0,11.833333333333334,48.3,2.4,27.320833333333336,100.98,100.23,100.71583333333332,-4.0,-14.2,-8.179166666666669
-73.75,45.47,2007-02-22,0.0,0.4,0.4,6,82,51,63.75,-12.958333333333336,35,0,23.125,25.0,4.8,21.962500000000006,100.89,99.93,100.3775,-5.0,-9.3,-7.175000000000001
-73.75,45.47,2007-02-23,0.0,0.2,0.2,6,61,47,53.791666666666664,-17.583333333333332,35,11,21.75,48.3,8.0,30.729166666666668,101.51,100.42,101.03875,-5.8,-12.8,-9.958333333333334
-73.75,45.47,2007-02-24,0.0,0.8,0.8,6,77,53,64.75,-15.287500000000001,37,4,23.541666666666668,48.3,3.6,25.233333333333334,101.93,101.42,101.64791666666666,-4.5,-13.6,-9.799999999999997
-73.75,45.47,2007-02-25,0.0,0.0,0.0,6,78,51,65.91666666666667,-13.520833333333334,17,0,6.333333333333333,48.3,25.0,36.64999999999999,102.03,101.1,101.68708333333335,-3.5,-12.8,-8.170833333333333
-73.75,45.47,2007-02-26,0.0,0.0,0.0,5,70,41,53.208333333333336,-14.345833333333331,28,0,16.833333333333332,48.3,24.1,35.604166666666664,101.11,100.73,100.86708333333333,-2.2,-10.8,-6.308333333333333
-73.75,45.47,2007-02-27,0.0,0.0,0.0,4,81,51,67.625,-10.029166666666667,15,0,7.5,48.3,19.3,25.766666666666676,101.1,100.87,100.98708333333333,1.6,-10.6,-4.837500000000001
-73.75,45.47,2007-02-28,0.0,0.0,0.0,3,76,44,57.583333333333336,-12.458333333333334,22,0,9.583333333333334,48.3,24.1,27.575000000000006,101.81,101.09,101.52499999999999,-2.1,-8.9,-5.229166666666666
-73.75,45.47,2007-03-01,0.0,0.0,0.0,3,69,40,51.333333333333336,-15.416666666666666,26,0,9.333333333333334,48.3,24.1,32.57916666666667,102.05,101.45,101.82833333333332,-3.3,-13.4,-6.908333333333334
-73.75,45.47,2007-03-02,0.0,35.2,34.4,6,95,44,81.79166666666667,-7.216666666666666,43,0,25.875,25.0,0.6,6.745833333333333,101.48,99.51,100.13708333333334,-1.5,-8.7,-4.3
-73.75,45.47,2007-03-03,0.0,0.4,0.2,21,95,56,77.33333333333333,-3.3041666666666667,33,4,18.833333333333332,25.0,4.0,18.000000000000004,99.71,99.45,99.56833333333333,2.5,-3.0,0.3291666666666666
-73.75,45.47,2007-03-04,0.0,0.0,0.0,18,89,58,72.79166666666667,-6.633333333333334,33,11,21.291666666666668,25.0,9.7,21.22083333333334,99.98,99.48,99.65249999999999,-0.4,-4.7,-2.275
-73.75,45.47,2007-03-05,0.0,3.6,1.8,18,89,43,67.91666666666667,-12.220833333333333,41,0,25.541666666666668,25.0,0.2,15.775,101.11,99.27,99.83166666666669,-2.5,-17.6,-7.1625000000000005
-73.75,45.47,2007-03-06,0.0,0.0,0.0,17,46,34,40.333333333333336,-30.34583333333333,41,15,30.916666666666668,48.3,19.3,34.39583333333333,102.5,101.25,102.13874999999996,-17.1,-24.0,-20.270833333333332
-73.75,45.47,2007-03-07,0.0,0.0,0.0,17,74,34,46.833333333333336,-24.891666666666666,35,6,18.75,48.3,24.1,36.61249999999999,102.48,101.44,101.91375000000001,-10.0,-22.2,-15.85
-73.75,45.47,2007-03-08,0.0,0.0,0.0,17,77,31,43.375,-26.491666666666664,28,7,16.541666666666668,48.3,24.1,30.5625,102.91,101.48,102.16791666666667,-13.1,-19.2,-16.591666666666665
-73.75,45.47,2007-03-09,0.0,0.0,0.0,17,53,34,41.416666666666664,-24.908333333333335,22,0,7.083333333333333,48.3,24.1,27.53750000000001,103.07,102.01,102.7,-9.2,-22.2,-14.579166666666667
-73.75,45.47,2007-03-10,1.4,0.0,1.4,16,92,45,72.95833333333333,-7.562499999999999,22,0,12.0,25.0,3.2,16.52916666666667,101.95,100.7,101.23875,2.8,-10.6,-3.220833333333333
-73.75,45.47,2007-03-11,0.0,0.0,0.0,13,85,58,70.45833333333333,-3.1875,33,9,19.583333333333332,48.3,9.7,31.170833333333334,101.95,101.17,101.64083333333332,3.2,-0.5,1.7083333333333337
-73.75,45.47,2007-03-12,0.0,0.0,0.0,11,79,50,63.708333333333336,-3.820833333333333,30,11,21.708333333333332,48.3,24.1,36.61249999999999,101.88,101.36,101.59666666666665,6.6,-1.0,2.5416666666666665
-73.75,45.47,2007-03-13,1.0,0.0,1.0,5,74,57,66.91666666666667,-1.3083333333333333,22,0,10.25,48.3,6.4,31.76666666666667,101.49,100.37,100.92625,6.4,2.1,4.358333333333333
-73.75,45.47,2007-03-14,6.6,0.0,6.6,4,99,75,86.79166666666667,4.220833333333333,13,0,7.291666666666667,25.0,0.2,10.216666666666663,100.34,100.05,100.21708333333332,7.9,4.7,6.329166666666666
-73.75,45.47,2007-03-15,0.4,0.0,0.4,0,98,34,63.0,-5.970833333333334,32,6,17.75,48.3,0.2,19.670833333333334,102.81,100.31,101.45708333333334,6.3,-6.5,0.8833333333333333
-73.75,45.47,2007-03-16,0.0,5.2,5.6,0,83,42,53.0,-16.254166666666666,41,22,29.166666666666668,25.0,1.2,21.100000000000005,103.05,101.96,102.69666666666667,-5.9,-10.5,-8.179166666666667
-73.75,45.47,2007-03-17,0.0,9.0,9.0,6,84,63,77.16666666666667,-9.3625,44,9,28.875,24.1,0.6,5.479166666666667,101.76,100.06,100.58375000000001,-4.1,-7.7,-5.954166666666667
-73.75,45.47,2007-03-18,0.0,1.2,1.0,11,86,38,58.5,-12.116666666666665,37,15,25.0,48.3,2.0,22.791666666666668,101.23,99.97,100.37791666666665,-1.1,-7.2,-4.700000000000001
-73.75,45.47,2007-03-19,0.4,0.8,1.0,5,85,42,56.458333333333336,-11.058333333333335,28,6,16.583333333333332,48.3,4.8,26.908333333333342,101.78,100.53,101.30291666666666,1.3,-9.4,-3.433333333333333
-73.75,45.47,2007-03-20,0.0,0.2,0.0,3,87,40,56.375,-14.137499999999996,44,6,29.208333333333332,48.3,4.8,34.35,103.67,100.41,102.17333333333335,1.8,-12.8,-6.695833333333333
-73.75,45.47,2007-03-21,1.2,0.0,1.2,3,74,36,48.625,-14.508333333333338,19,0,9.625,48.3,9.7,35.974999999999994,103.8,101.83,103.11666666666666,1.2,-13.0,-5.1625000000000005
-73.75,45.47,2007-03-22,0.8,0.0,0.8,0,95,64,81.70833333333333,2.733333333333333,50,6,20.458333333333332,24.1,2.4,13.654166666666669,101.7,99.95,100.63083333333333,13.4,0.9,5.666666666666667
-73.75,45.47,2007-03-23,0.0,0.0,0.0,0,90,52,69.16666666666667,-1.8708333333333336,26,0,15.083333333333334,48.3,6.4,28.037500000000005,102.1,100.84,101.53666666666668,6.0,-1.8,3.4750000000000014
-73.75,45.47,2007-03-24,0.0,2.0,2.0,0,91,48,67.95833333333333,-4.15,28,6,14.833333333333334,48.3,2.0,23.304166666666674,102.53,102.06,102.27125000000001,5.5,-1.7,1.4833333333333336
-73.75,45.47,2007-03-25,0.0,0.0,0.0,2,92,61,78.0,-2.0624999999999996,19,0,7.791666666666667,48.3,2.0,26.466666666666672,102.89,102.31,102.65041666666667,6.0,-3.5,1.4749999999999999
-73.75,45.47,2007-03-26,9.4,0.0,9.4,0,94,77,86.5,1.7041666666666666,17,0,8.625,48.3,4.0,16.2625,102.47,100.78,101.49000000000002,5.1,1.7,3.7666666666666675
-73.75,45.47,2007-03-27,0.0,0.0,0.0,0,97,76,89.33333333333333,4.658333333333334,22,0,10.833333333333334,25.0,0.4,11.299999999999999,101.73,100.78,101.13000000000001,12.0,2.4,6.358333333333333
-73.75,45.47,2007-03-28,0.0,0.0,0.0,0,77,24,45.125,-8.816666666666665,30,11,21.375,48.3,24.1,37.58333333333332,102.84,101.8,102.37916666666666,6.9,-1.0,2.9666666666666663
-73.75,45.47,2007-03-29,0.0,0.0,0.0,0,48,29,37.041666666666664,-10.891666666666666,22,0,13.291666666666666,48.3,25.0,37.62083333333333,103.23,102.57,102.89,9.1,-4.0,2.5208333333333335
-73.75,45.47,2007-03-30,0.0,0.0,0.0,0,72,22,48.125,-6.962500000000001,28,6,17.875,48.3,25.0,37.62083333333333,102.53,101.81,102.12916666666665,10.3,-1.4,3.779166666666667
-73.75,45.47,2007-03-31,0.0,0.0,0.0,0,60,27,38.75,-10.975,19,4,10.166666666666666,48.3,25.0,37.62083333333333,102.44,101.91,102.17708333333336,7.2,-4.6,1.9000000000000001
-73.75,45.47,2007-04-01,0.8,0.0,0.8,0,86,20,46.708333333333336,-5.500000000000001,30,0,14.333333333333334,48.3,12.9,34.65416666666667,101.96,100.99,101.59083333333335,13.2,-2.0,6.4750000000000005
-73.75,45.47,2007-04-02,9.0,0.0,9.0,0,99,79,91.95833333333333,4.829166666666667,30,9,18.041666666666668,48.3,3.2,15.570833333333333,100.92,100.33,100.64708333333333,8.6,4.6,6.058333333333334
-73.75,45.47,2007-04-03,0.6,0.0,0.6,0,97,69,83.25,4.233333333333333,20,0,12.458333333333334,48.3,9.7,23.162500000000005,101.53,100.92,101.33749999999999,8.8,5.2,6.983333333333333
-73.75,45.47,2007-04-04,23.1,6.7,30.2,0,96,87,92.29166666666667,1.2083333333333333,28,15,23.791666666666668,19.3,1.6,8.562500000000004,101.28,100.03,100.47250000000001,5.3,0.7,2.316666666666667
-73.75,45.47,2007-04-05,1.4,2.8,4.8,5,98,61,78.95833333333333,-2.9749999999999996,43,13,26.208333333333332,25.0,2.4,15.316666666666668,99.98,99.6,99.72249999999998,2.5,-1.6,0.4583333333333334
-73.75,45.47,2007-04-06,0.0,0.2,0.2,0,86,55,67.04166666666667,-7.800000000000002,37,13,25.625,25.0,16.1,23.275000000000006,100.17,99.57,99.8725,-1.4,-3.9,-2.441666666666666
-73.75,45.47,2007-04-07,0.0,0.6,0.6,1,90,47,68.91666666666667,-7.8791666666666655,30,9,18.541666666666668,25.0,2.8,20.19583333333334,100.11,99.86,100.01416666666667,-0.6,-5.1,-2.8041666666666667
-73.75,45.47,2007-04-08,0.0,0.2,0.2,0,87,63,74.25,-5.370833333333334,32,11,21.208333333333332,25.0,4.0,19.145833333333336,100.26,99.91,100.02708333333332,1.0,-4.5,-1.3125000000000002
-73.75,45.47,2007-04-09,0.0,0.0,0.0,0,71,51,61.5,-5.2,33,7,22.666666666666668,48.3,24.1,32.46666666666666,100.91,100.25,100.63166666666667,3.9,-1.0,1.4458333333333335
-73.75,45.47,2007-04-10,0.0,0.0,0.0,0,70,38,52.916666666666664,-7.237500000000001,30,6,15.75,48.3,24.1,33.475,101.54,100.9,101.13041666666665,5.7,-2.0,1.5875000000000004
-73.75,45.47,2007-04-11,0.0,0.0,0.0,0,74,37,52.833333333333336,-7.670833333333334,17,4,10.25,48.3,24.1,28.470833333333335,101.9,101.45,101.70749999999998,5.1,-3.6,1.1750000000000003
-73.75,45.47,2007-04-12,2.8,14.0,19.4,0,97,45,76.875,-2.3625000000000003,26,9,16.75,25.0,1.2,13.508333333333333,101.42,100.1,100.71166666666666,3.8,0.4,1.7708333333333333
-73.75,45.47,2007-04-13,0.4,0.6,1.0,5,96,84,91.5,0.4708333333333334,15,6,10.291666666666666,25.0,2.8,12.812500000000002,100.62,99.98,100.25874999999998,3.0,0.4,1.7000000000000002
-73.75,45.47,2007-04-14,0.0,0.0,0.0,1,96,71,85.08333333333333,1.6625000000000003,19,0,10.083333333333334,25.0,16.1,24.066666666666674,101.18,100.6,100.97291666666665,6.6,1.7,4.000000000000001
-73.75,45.47,2007-04-15,8.4,22.0,30.4,0,98,85,89.66666666666667,1.583333333333333,30,6,17.083333333333332,25.0,1.0,13.070833333333331,101.15,100.01,100.71166666666669,4.9,0.2,3.1374999999999997
-73.75,45.47,2007-04-16,3.6,9.4,16.4,8,99,76,85.5,0.21249999999999994,69,30,51.416666666666664,25.0,1.2,17.583333333333336,99.96,98.94,99.31333333333335,3.7,0.1,2.441666666666667
-73.75,45.47,2007-04-17,3.6,4.8,8.4,0,93,65,82.54166666666667,0.5375,50,32,40.458333333333336,25.0,2.8,13.937500000000002,100.8,100.02,100.46666666666668,5.5,0.9,3.2874999999999996
-73.75,45.47,2007-04-18,0.2,0.0,0.2,0,80,36,61.375,-0.1333333333333334,43,22,32.583333333333336,48.3,16.1,27.825000000000003,101.23,100.84,101.09374999999999,12.3,3.5,7.2749999999999995
-73.75,45.47,2007-04-19,0.0,0.0,0.0,0,61,21,37.041666666666664,-4.804166666666667,33,6,19.666666666666668,48.3,25.0,39.56249999999999,101.49,101.21,101.36124999999997,16.3,2.9,10.0
-73.75,45.47,2007-04-20,0.0,0.0,0.0,0,72,22,41.208333333333336,-1.6958333333333337,19,0,9.333333333333334,48.3,25.0,38.59166666666666,101.77,101.36,101.54958333333333,20.6,2.7,12.204166666666667
-73.75,45.47,2007-04-21,0.0,0.0,0.0,0,74,21,39.375,-1.3583333333333334,13,0,5.916666666666667,48.3,25.0,39.56249999999999,101.76,101.42,101.5729166666667,20.5,3.0,13.325000000000001
-73.75,45.47,2007-04-22,0.0,0.0,0.0,0,70,27,44.166666666666664,1.6958333333333335,28,0,13.5,48.3,24.1,39.52499999999999,101.66,100.96,101.33249999999998,22.2,5.9,14.524999999999999
-73.75,45.47,2007-04-23,1.2,0.0,1.2,0,85,29,47.541666666666664,5.829166666666666,43,0,22.708333333333332,48.3,4.8,27.495833333333337,100.95,99.73,100.35208333333333,25.5,9.5,18.041666666666668
-73.75,45.47,2007-04-24,0.0,0.0,0.0,0,86,33,52.583333333333336,-0.4041666666666666,35,6,18.041666666666668,48.3,16.1,37.17499999999999,101.31,99.86,101.01208333333334,15.1,4.1,9.316666666666665
-73.75,45.47,2007-04-25,0.0,0.0,0.0,0,54,29,39.875,-4.883333333333333,20,0,9.583333333333334,48.3,25.0,39.56249999999999,101.62,101.16,101.39666666666666,12.4,4.3,8.233333333333336
-73.75,45.47,2007-04-26,0.0,0.0,0.0,0,77,20,47.916666666666664,-1.7000000000000002,22,0,7.833333333333333,48.3,24.1,33.512499999999996,101.81,101.13,101.51083333333332,15.0,2.7,10.108333333333333
-73.75,45.47,2007-04-27,8.2,0.0,8.2,0,90,56,78.125,6.958333333333335,30,6,14.166666666666666,25.0,6.4,18.779166666666665,101.1,100.14,100.55041666666665,12.0,9.1,10.741666666666665
-73.75,45.47,2007-04-28,5.0,0.0,5.0,0,98,93,95.75,7.683333333333334,17,7,10.666666666666666,6.4,2.0,4.666666666666667,100.4,100.05,100.22708333333333,10.6,7.2,8.325
-73.75,45.47,2007-04-29,2.4,0.0,2.4,0,97,78,90.25,6.658333333333335,17,6,11.083333333333334,25.0,2.8,14.616666666666665,100.5,100.25,100.41166666666665,11.3,5.8,8.200000000000001
-73.75,45.47,2007-04-30,0.6,0.0,0.6,0,93,53,70.41666666666667,4.454166666666667,41,11,25.708333333333332,48.3,16.1,37.70833333333332,100.96,99.47,100.04666666666668,13.8,6.9,9.875000000000002
-73.75,45.47,2007-05-01,0.0,0.0,0.0,0,79,33,55.791666666666664,-0.3750000000000002,20,6,12.166666666666666,48.3,25.0,39.56249999999999,101.25,100.78,100.98791666666666,14.2,1.9,8.387500000000001
-73.75,45.47,2007-05-02,0.0,0.0,0.0,0,64,27,43.916666666666664,-2.591666666666667,28,7,15.916666666666666,48.3,25.0,39.56249999999999,101.57,100.78,101.15250000000003,15.5,3.9,9.629166666666665
-73.75,45.47,2007-05-03,0.0,0.0,0.0,0,58,25,40.583333333333336,-3.7583333333333333,32,4,15.083333333333334,48.3,25.0,39.56249999999999,102.04,101.65,101.85541666666666,16.2,2.6,9.525
-73.75,45.47,2007-05-04,0.0,0.0,0.0,0,69,19,37.0,-4.370833333333333,24,7,15.125,48.3,25.0,39.56249999999999,102.07,101.67,101.86833333333335,17.5,2.9,11.112499999999999
-73.75,45.47,2007-05-05,0.0,0.0,0.0,0,52,25,34.708333333333336,-4.970833333333334,33,6,19.375,48.3,25.0,39.56249999999999,102.46,101.78,101.99083333333338,13.3,7.4,10.175
